Passenger 1 ID,Passenger 2 ID,Number of Flights Together
2032,4795,3
11812,3889,3
2911,4376,3
7029,5426,3
3593,1658,3
3396,1846,3
5742,2150,3
734,308,3
11072,2635,3
7844,620,3
2112,13275,3
3566,7489,3
4355,4348,3
8047,1613,3
3250,1430,3
7962,11326,3
493,2862,3
4285,5053,3
4467,440,3
8345,9523,3
1013,3451,3
5980,5937,3
12297,12396,3
7349,11957,3
1288,1685,3
2655,4403,3
743,1021,3
14659,14673,3
1270,1215,3
2130,874,3
9816,12423,3
5603,1009,3
4255,719,3
3622,4543,3
8202,8282,3
12374,10067,3
9291,3432,3
4204,4248,3
5111,4755,3
669,675,3
9529,10416,3
407,2727,3
2803,2862,3
1418,5120,3
10406,10488,3
4625,7533,3
5819,10470,3
1472,694,3
13989,12567,3
363,2223,3
6365,9313,3
9784,9944,3
10445,10462,3
286,3461,3
3307,7955,3
1892,1846,3
5825,5830,3
2786,2501,3
2200,1156,3
6938,6572,3
1934,1962,3
6175,3807,3
11522,11123,3
276,4307,3
2975,5796,3
2522,10512,3
13781,9429,3
4000,2605,3
1269,3518,3
9321,9366,3
12043,10945,3
8907,9618,3
4907,186,3
772,2575,3
4004,3451,3
594,1119,3
11193,12446,3
1770,4280,3
7742,7598,3
6733,6798,3
337,356,3
848,11006,3
6165,11883,3
10025,1636,3
8048,6750,3
11880,75,3
11474,10758,3
3791,11192,3
10954,9822,3
14082,10988,3
3824,5371,3
3011,8197,3
13857,7276,3
1424,12061,3
2403,3527,3
4318,4389,3
5867,2651,3
10477,10456,3
8023,1356,3
357,323,3
6043,4388,3
7380,11519,3
3492,11025,3
5979,5955,3
3899,13848,3
12486,13868,3
11046,11066,3
8095,5811,3
7555,13270,3
701,8604,3
7379,8754,3
1675,8679,3
13365,553,3
1927,11466,3
207,1454,3
3021,3924,3
9473,9472,3
5585,3078,3
3107,3191,3
863,866,3
11528,11548,3
10595,11716,3
7735,7755,3
217,689,3
1955,1335,3
1910,1956,3
8145,12981,3
2350,7019,3
11953,61,3
7735,7312,3
10203,3554,3
5319,10651,3
7633,9562,3
2284,2262,3
3343,811,3
9689,7720,3
10446,10438,3
3908,2674,3
2248,2253,3
10331,10339,3
2536,10802,3
2761,2781,3
10796,5503,3
5637,6054,3
3518,11041,3
9683,6180,3
4210,405,3
2012,10778,3
2356,2094,3
1016,1658,3
689,547,3
2721,2799,3
2105,2647,3
8836,8803,3
10484,10597,3
4603,9196,3
5233,4613,3
859,13643,3
505,3615,3
6007,4665,3
4551,972,3
1369,5423,3
11767,9723,3
5081,3924,3
2252,2216,3
13609,7551,3
5858,6295,3
4336,4044,3
2260,3508,3
13847,13817,3
7656,4743,3
6575,3356,3
12448,5721,3
2167,2152,3
7329,7339,3
7172,8099,3
1098,1050,3
905,2752,3
12738,12800,3
10837,2740,3
9046,6122,3
7083,7031,3
8120,8257,3
3322,4133,3
3953,2158,3
3498,2500,3
795,3779,3
1664,3317,3
2024,10764,3
6495,6477,3
3690,10481,3
3957,4917,3
7822,1223,3
3952,366,3
7023,8006,3
11794,1008,3
7793,11348,3
12439,1262,3
2788,13296,3
975,625,3
14055,14777,3
12628,10561,3
11509,3883,3
783,722,3
4416,7110,3
12389,525,3
3843,3810,3
1236,3921,3
9442,3173,3
12452,6800,3
9862,1418,3
8929,8907,3
6485,12003,3
11028,1753,3
10661,1097,3
8964,10530,3
11438,13734,3
12043,7653,3
3995,3275,3
13746,11834,3
4990,9217,3
2068,2467,3
1189,9906,3
7083,7097,3
891,8754,3
290,3122,3
4407,10435,3
10149,6993,3
3989,8224,3
3794,238,3
12545,1398,3
3569,3595,3
2221,2282,3
7727,2927,3
11745,9833,3
12850,12052,3
489,5112,3
211,5876,3
3971,2627,3
6468,9621,3
2949,2545,3
8171,6113,3
9107,6295,3
4081,4082,3
315,8589,3
9055,6349,3
6800,7859,3
9294,9281,3
10350,3112,3
7356,4496,3
1465,1677,3
5644,592,3
811,865,3
1449,11910,3
5327,5377,3
5489,4002,3
6541,6567,3
4213,8474,3
917,13384,3
6763,652,3
2505,7788,3
5074,8228,3
2780,6201,3
4301,4079,3
4576,7593,3
11841,4436,3
12544,11351,3
2173,2842,3
9523,4732,3
3319,3393,3
5944,2684,3
9511,11745,3
5533,5590,3
3636,3119,3
4394,4337,3
4285,5980,3
2392,93,3
5933,4146,3
2954,2943,3
10720,5330,3
677,6182,3
4640,1209,3
10203,3976,3
759,1016,3
3534,11548,3
8988,10728,3
8720,2090,3
875,852,3
4171,5817,3
9994,5491,3
3447,2336,3
8968,8925,3
8429,6080,3
5746,5763,3
12549,5204,3
2969,2155,3
6013,1828,3
1465,4332,3
6231,4056,3
5760,5709,3
1916,1957,3
7486,6986,3
3190,3179,3
337,4351,3
2863,2557,3
110,11280,3
10869,3508,3
2967,206,3
9091,12413,3
5368,2835,3
9303,589,3
2274,2292,3
1218,8511,3
363,4899,3
6310,7919,3
92,11649,3
1288,1272,3
83,4190,3
12945,14008,3
9063,360,3
2376,4360,3
9599,2204,3
4080,4671,3
3249,3802,3
1865,4609,3
10042,10036,3
6175,908,3
1988,1963,3
11388,10683,3
3405,755,3
6375,3764,3
4718,5253,3
204,1911,3
4503,3888,3
3632,118,3
660,684,3
4243,2088,3
3959,2511,3
6903,2204,3
8542,5299,3
5325,5302,3
9276,6444,3
9572,9529,3
4876,10270,3
134,4717,3
3940,1592,3
8485,4190,3
9638,9605,3
11336,12565,3
3578,2985,3
5026,3661,3
558,375,3
11042,11009,3
363,4791,3
8746,3754,3
5002,360,3
3145,3109,3
3271,3249,3
10415,10435,3
10887,9253,3
11716,11798,3
857,4675,3
450,739,3
421,243,3
1102,8175,3
5765,9290,3
10430,10199,3
689,4037,3
3585,1722,3
2389,3052,3
3648,2221,3
7559,7598,3
8497,8299,3
4258,4967,3
6393,6544,3
4552,398,3
3120,2869,3
7949,2485,3
6072,7023,3
3177,10877,3
6108,6152,3
1005,1002,3
5310,2072,3
11393,9097,3
4560,4670,3
2977,2279,3
10486,7827,3
8588,4000,3
13651,13549,3
4177,9068,3
5732,5798,3
768,683,3
8971,8923,3
8904,8955,3
3468,3428,3
4123,3052,3
9286,1265,3
2242,2231,3
8165,2970,3
5976,5930,3
1073,8045,3
4269,1538,3
11063,11066,3
8393,9502,3
1052,9062,3
9699,7668,3
10401,10497,3
2489,1340,3
2930,4700,3
1267,2530,3
277,3121,3
4177,2279,3
1807,2761,3
3184,1592,3
10764,2354,3
12111,12168,3
6101,3218,3
8202,2713,3
14072,14071,3
5035,6095,3
5123,12381,3
7960,2277,3
8224,7868,3
5566,6020,3
1431,4420,3
5777,5798,3
4399,6065,3
2068,11753,3
6067,2578,3
8158,10397,3
3310,524,3
14070,12910,3
1796,3607,3
8594,3220,3
4099,4073,3
247,3402,3
2407,2459,3
640,6217,3
5770,5751,3
4883,5308,3
226,698,3
10301,1840,3
9808,3483,3
846,2501,3
13083,13008,3
1583,4400,3
8910,10075,3
2475,2063,3
11034,11008,3
2964,8897,3
3676,2581,3
10446,9742,3
4258,4554,3
10719,969,3
1470,414,3
7889,8998,3
11031,11070,3
7253,4510,3
8721,2201,3
7858,2678,3
12921,12908,3
8590,2797,3
11906,269,3
795,3495,3
4850,5015,3
6261,3544,3
2576,1298,3
1064,10175,3
6426,13096,3
1613,3356,3
11193,9538,3
1632,6208,3
1789,18,3
1381,5339,3
6706,3846,3
10471,10449,3
14734,14730,3
1993,1938,3
10402,10474,3
4724,1845,3
1198,544,3
5867,5022,3
2433,1684,3
1267,2569,3
2684,10470,3
2335,2303,3
9222,3409,3
4054,9968,3
3556,1576,3
9363,10076,3
10149,9201,3
6892,1437,3
5412,4947,3
4331,4349,3
3875,11442,3
7440,517,3
7470,3730,3
9369,9914,3
1694,4301,3
6815,8249,3
8194,4056,3
2929,9618,3
5942,5918,3
2441,4148,3
2479,11290,3
1967,2934,3
6501,14075,3
10492,8048,3
12555,9367,3
7120,12192,3
3632,13217,3
7538,10115,3
10640,13038,3
8146,5984,3
2601,369,3
4024,4010,3
7470,1972,3
4399,5435,3
573,506,3
618,4737,3
8994,8906,3
695,625,3
4056,1409,3
13424,13432,3
435,5731,3
1598,1589,3
10331,3963,3
13518,356,3
865,876,3
10308,3563,3
3161,3113,3
4488,4543,3
1562,2718,3
5002,3123,3
11536,4552,3
7724,6928,3
1115,11171,3
9904,9562,3
6084,3093,3
11549,9765,3
9650,5096,3
3967,5605,3
4484,3346,3
6535,11900,3
3106,1146,3
3309,9875,3
5989,5965,3
4626,2068,3
1398,3536,3
5058,6113,3
10487,10427,3
137,13400,3
1772,12586,3
143,2099,3
9282,1342,3
7836,2605,3
5701,5712,3
2294,2228,3
2252,3556,3
7652,4484,3
1942,1968,3
8393,79,3
4514,9992,3
3141,3101,3
3622,3670,3
5944,8178,3
1667,12436,3
10035,10046,3
10299,10253,3
7603,4531,3
223,266,3
133,8814,3
2064,2946,3
1877,1443,3
9696,9627,3
7565,6030,3
13218,8660,3
109,6347,3
4712,10229,3
3591,3526,3
91,4824,3
738,1685,3
8101,8345,3
771,796,3
12963,12939,3
5498,1696,3
8692,3353,3
2295,2901,3
6782,5597,3
5872,5676,3
1314,4432,3
1997,1935,3
10690,7481,3
3615,8268,3
11372,1801,3
12146,2863,3
11136,1437,3
4264,5053,3
3198,602,3
2478,11798,3
2433,707,3
4213,3293,3
3932,7463,3
570,557,3
7005,7097,3
167,1636,3
5526,12068,3
7613,224,3
10131,10104,3
4487,7967,3
10499,10421,3
1826,2710,3
6803,7029,3
14771,14744,3
4846,8658,3
10454,10484,3
1196,11307,3
771,2223,3
4900,4894,3
5757,5712,3
4467,3532,3
1927,1974,3
5403,4391,3
12439,12435,3
13651,13608,3
8576,5312,3
2960,2947,3
9051,9077,3
183,8763,3
3962,435,3
1955,2996,3
9019,7858,3
5980,5991,3
7393,5162,3
12003,12582,3
5325,5966,3
5330,10727,3
4911,1666,3
7565,3873,3
13038,6578,3
11682,11636,3
11136,2462,3
5716,1134,3
13442,13411,3
847,825,3
1428,6030,3
2278,2237,3
9891,8909,3
12400,14053,3
10742,8262,3
9227,13898,3
7054,7029,3
11166,11105,3
8298,9353,3
3414,13435,3
2030,4989,3
7141,7200,3
8023,351,3
7771,7704,3
3034,2814,3
10685,8137,3
4981,8889,3
1420,1489,3
9055,9035,3
11338,4190,3
6258,3317,3
10326,7094,3
11324,11027,3
6067,5201,3
9532,13536,3
11005,11082,3
1189,633,3
2110,5809,3
6073,6072,3
6597,345,3
1204,1266,3
2514,8679,3
600,7607,3
14692,14601,3
9749,5336,3
5509,10727,3
5574,7635,3
1739,14646,3
11193,1822,3
11211,5787,3
3055,10165,3
9435,557,3
7610,2271,3
8759,8724,3
9742,1583,3
9404,2046,3
6894,6879,3
1842,2742,3
4353,5423,3
12764,8837,3
9258,3078,3
13776,8305,3
9357,1822,3
6758,3889,3
9755,7640,3
3187,3150,3
8255,8266,3
2954,1381,3
5586,4484,3
6468,6858,3
1122,7321,3
4554,4745,3
1027,1313,3
12443,12468,3
5865,4127,3
2437,7545,3
7307,4478,3
962,4377,3
5056,3117,3
9873,11026,3
4392,4340,3
10107,10373,3
11438,10685,3
5055,5416,3
811,841,3
2681,6618,3
2382,7017,3
2669,9376,3
6736,5048,3
3681,1358,3
1327,2913,3
3690,4400,3
9763,1209,3
13456,5688,3
7860,6750,3
1533,1520,3
3385,3991,3
8127,967,3
4421,8297,3
4163,4178,3
12476,5479,3
657,4423,3
2083,11095,3
7118,12273,3
9441,1955,3
7034,7007,3
594,1811,3
12361,1529,3
7220,5219,3
281,8879,3
5516,5528,3
9300,9949,3
1028,3016,3
13647,8664,3
2060,2083,3
429,1627,3
12899,12052,3
4742,165,3
1553,1520,3
7210,2727,3
13910,13951,3
2699,10153,3
9073,11329,3
5726,5772,3
2196,9828,3
2293,1313,3
5071,4787,3
3913,4414,3
11812,11827,3
428,3191,3
9258,970,3
3357,3012,3
8316,8384,3
11917,1955,3
1309,728,3
1824,9166,3
3028,10714,3
7898,10710,3
2466,2473,3
11186,7593,3
6399,5023,3
9665,9627,3
227,234,3
5516,5557,3
1897,1867,3
1632,6475,3
424,4407,3
935,184,3
10325,6750,3
3587,10551,3
2495,1191,3
10421,10434,3
9809,8381,3
6565,5808,3
10972,4118,3
2074,22,3
3560,2462,3
1504,6908,3
11953,12057,3
13869,4980,3
7326,4744,3
7863,7850,3
6030,8742,3
3253,3631,3
6060,3179,3
9604,4522,3
5911,9511,3
9918,9707,3
7484,3356,3
101,3,3
1019,320,3
1822,8724,3
2484,4146,3
12498,8039,3
2436,2072,3
2206,2536,3
6082,6004,3
3905,8246,3
1563,1289,3
1037,4404,3
680,75,3
5734,5775,3
1867,1498,3
2567,4423,3
11895,1434,3
8553,7883,3
7539,7242,3
1452,1498,3
7553,4441,3
10523,4054,3
1434,150,3
10478,10481,3
9943,9956,3
1097,18,3
64,5716,3
4643,4671,3
6802,8351,3
12389,12380,3
804,811,3
877,605,3
1703,6805,3
780,7240,3
7733,7585,3
9970,9990,3
2320,2647,3
5016,7770,3
3411,752,3
1882,1472,3
703,305,3
5418,11727,3
11686,9906,3
2802,167,3
8017,8542,3
5432,4316,3
4898,4846,3
163,1733,3
1533,8015,3
2492,2473,3
905,996,3
6535,5201,3
226,9532,3
11676,511,3
7176,6437,3
139,2381,3
8339,6926,3
13593,8810,3
5448,4042,3
4904,2959,3
7230,9364,3
2125,10698,3
1544,1406,3
3137,610,3
288,1639,3
1293,2522,3
2935,3571,3
6163,5694,3
9993,9393,3
1521,5458,3
11571,10554,3
5910,5957,3
1296,1281,3
10206,1867,3
7166,13404,3
8115,8146,3
13887,18,3
10925,10955,3
11432,11687,3
10490,7864,3
271,7127,3
13462,4070,3
6529,8867,3
9078,9018,3
9980,4037,3
313,47,3
11642,11695,3
10985,5030,3
9674,9660,3
9034,4607,3
564,1933,3
1434,1804,3
3253,1046,3
9321,12389,3
6310,1254,3
4984,5109,3
3937,5796,3
5465,9627,3
3196,9498,3
7346,3930,3
4512,998,3
1611,4951,3
3702,5191,3
5723,1391,3
11265,11297,3
6915,6104,3
1225,9714,3
4786,4283,3
9970,5094,3
5732,4110,3
6733,13284,3
11483,8119,3
1375,949,3
320,365,3
5269,369,3
5969,5988,3
5009,8810,3
1133,11418,3
12761,12800,3
2684,7,3
2443,9482,3
2406,2306,3
2992,10160,3
6481,6430,3
717,2333,3
5332,3624,3
9535,2501,3
8358,1335,3
526,502,3
4601,4642,3
1186,588,3
2320,2323,3
3451,12910,3
6894,1208,3
4778,6093,3
13623,8263,3
8587,4510,3
891,6067,3
11498,11434,3
1746,8106,3
6506,5805,3
5269,157,3
5289,5239,3
6037,6046,3
3632,3482,3
3180,3966,3
367,13616,3
1562,5416,3
5483,407,3
12516,10398,3
5978,888,3
482,1866,3
7209,10705,3
8786,8725,3
7556,7949,3
1158,3332,3
5204,4435,3
1160,2702,3
11521,12255,3
12891,6261,3
2271,2255,3
2167,2199,3
5656,5623,3
3516,2261,3
5496,4066,3
3124,8241,3
9369,12687,3
6719,10093,3
2588,13270,3
2604,13215,3
10450,10407,3
10559,5634,3
12189,8132,3
6929,11745,3
14100,798,3
6673,3123,3
13208,1108,3
2284,1309,3
7367,5304,3
882,6769,3
2128,3616,3
10421,10449,3
5233,4170,3
8934,8954,3
2957,11084,3
2149,2113,3
7864,6912,3
7014,7067,3
2224,2265,3
10776,1112,3
911,12157,3
5483,4417,3
5526,5534,3
7773,6666,3
4297,2404,3
9829,11592,3
7772,10085,3
337,372,3
3147,1173,3
5044,10988,3
13651,13656,3
1587,5498,3
7530,345,3
615,10809,3
5046,9050,3
3837,10497,3
6109,7423,3
9957,4711,3
6127,7755,3
904,2863,3
13711,13737,3
8057,8969,3
4659,2400,3
1283,3741,3
10887,7582,3
5606,5629,3
10166,879,3
10900,1413,3
6981,9956,3
1665,2045,3
9944,9902,3
4318,4394,3
9408,9428,3
12921,12938,3
6036,6009,3
12371,9615,3
5770,5799,3
137,2007,3
1682,4591,3
10451,10459,3
10896,10177,3
3316,7007,3
309,5138,3
5350,1849,3
2652,2024,3
9659,4933,3
13160,9821,3
10329,10971,3
5577,5576,3
1447,157,3
505,3582,3
6015,6047,3
10472,10497,3
815,2886,3
11267,9427,3
14060,14048,3
1662,3063,3
651,6863,3
4388,5479,3
10632,7641,3
9414,9438,3
3549,2231,3
4795,165,3
12242,9744,3
9738,6050,3
11114,7453,3
7135,8571,3
9763,2124,3
2220,7624,3
2068,4275,3
2097,1020,3
5910,664,3
6453,6419,3
3880,4543,3
6459,12641,3
3615,11105,3
5549,8485,3
11408,1343,3
2269,9014,3
4254,4224,3
4233,4217,3
989,2760,3
9755,9092,3
4513,10850,3
6088,1244,3
7718,839,3
800,715,3
1460,10473,3
1967,1968,3
1321,3801,3
1097,6807,3
9031,139,3
10795,3542,3
6256,5194,3
1946,1452,3
173,5759,3
7350,7379,3
2712,4330,3
14720,14702,3
5798,5764,3
3645,1280,3
9405,9947,3
810,801,3
1367,4088,3
8185,7355,3
9933,2644,3
6963,7635,3
8621,860,3
1252,1092,3
214,3264,3
4610,4288,3
11065,11045,3
1673,8350,3
1403,763,3
2400,3637,3
6441,7492,3
14714,14708,3
2924,2223,3
14097,14074,3
2430,2473,3
13522,7447,3
5728,5761,3
3642,554,3
3784,5997,3
7616,6747,3
5612,10177,3
4121,6259,3
5677,1021,3
3046,4359,3
3689,1742,3
3307,2185,3
1398,3571,3
1860,8897,3
13336,6460,3
9991,13400,3
9374,10085,3
10822,10318,3
8552,259,3
11594,11027,3
5669,4749,3
7825,12372,3
1430,9786,3
2146,9511,3
1992,1950,3
7684,7641,3
6946,4397,3
3956,4724,3
5702,5784,3
11519,6535,3
3653,3680,3
1652,1462,3
7308,7696,3
1257,1215,3
9997,9999,3
8971,8984,3
4927,9561,3
12572,12549,3
361,8263,3
8968,8966,3
8204,763,3
10776,2354,3
262,8519,3
7485,1774,3
8671,12385,3
6783,1639,3
8566,9453,3
5635,5096,3
9769,6415,3
3917,12272,3
266,3974,3
8552,7403,3
5100,2447,3
10486,10404,3
9755,10021,3
5361,6194,3
1656,1686,3
1396,1900,3
7744,10357,3
4550,4567,3
1910,1918,3
10592,8045,3
6418,10180,3
8007,10243,3
2230,3530,3
4399,431,3
6160,6111,3
877,3436,3
1413,4441,3
1923,1962,3
4219,2268,3
1868,3695,3
9347,9370,3
2048,134,3
2935,984,3
5927,2556,3
6778,5760,3
12135,9712,3
6228,2965,3
11577,7593,3
12358,5374,3
13842,11326,3
7870,4060,3
7784,7740,3
4529,6915,3
7726,3242,3
3412,3435,3
6560,6655,3
7433,7280,3
326,365,3
762,1051,3
582,3299,3
9482,8598,3
2263,2272,3
5540,6736,3
363,10802,3
12371,4786,3
1491,1499,3
270,4382,3
1739,937,3
4856,6973,3
3585,5333,3
5613,3988,3
9822,3257,3
2916,7545,3
3046,3021,3
2987,8175,3
5942,7609,3
3465,109,3
1904,2755,3
9737,9775,3
3686,2462,3
2588,2504,3
3483,2136,3
3225,2491,3
10024,10569,3
7087,7015,3
4478,4465,3
6347,12486,3
4269,3937,3
5127,5096,3
2717,3380,3
1659,6468,3
7471,5912,3
5549,6080,3
6054,6077,3
298,1702,3
9602,2929,3
2580,4473,3
10983,6164,3
7552,7501,3
5738,6111,3
9936,9962,3
8483,4242,3
5478,915,3
6668,3548,3
2604,10025,3
6796,8411,3
4130,1489,3
982,2345,3
7023,2088,3
3938,12146,3
1021,706,3
9940,8562,3
9649,4460,3
4404,802,3
9046,9095,3
8145,1101,3
8465,362,3
2511,5253,3
2780,5725,3
4651,4663,3
5798,5704,3
4473,202,3
9710,13803,3
7604,7666,3
5866,222,3
9177,2201,3
12497,3880,3
9760,7098,3
5917,4876,3
10227,615,3
1868,2158,3
8005,4379,3
3941,3169,3
8845,10449,3
9757,9386,3
9674,9690,3
12939,12947,3
4198,8121,3
4772,4791,3
4321,1332,3
6049,6067,3
2053,2279,3
1900,10549,3
3953,8664,3
5211,9460,3
2645,6975,3
7568,745,3
5026,291,3
4071,3409,3
10446,2665,3
5989,6087,3
7694,4765,3
9321,1753,3
4161,2468,3
6818,6863,3
5869,5569,3
737,14053,3
4818,3448,3
4336,2776,3
132,4166,3
1342,780,3
11064,6475,3
10329,12559,3
13647,6923,3
8202,8237,3
10962,10226,3
4791,12519,3
6515,11030,3
9473,8775,3
9934,8024,3
5439,2867,3
7703,11017,3
6084,9525,3
9336,2797,3
2370,697,3
2599,10862,3
9548,109,3
3959,2668,3
6184,10509,3
8651,7741,3
238,2832,3
4087,4099,3
5786,5706,3
1655,1696,3
4060,1863,3
1972,5368,3
10478,10499,3
4598,4504,3
821,12028,3
1953,1908,3
946,3086,3
3600,10739,3
6111,5694,3
3295,4158,3
2867,1310,3
7813,5423,3
5654,5395,3
561,1296,3
6570,3253,3
9692,9613,3
5325,602,3
2323,778,3
1097,1099,3
9174,13471,3
9650,1499,3
345,2480,3
1595,3041,3
4487,3583,3
7543,2285,3
4969,10988,3
4715,1490,3
4566,2605,3
1142,6959,3
3177,7533,3
11198,4483,3
9619,6427,3
1733,8287,3
6045,13275,3
7147,13644,3
3973,1541,3
2292,3601,3
9363,9159,3
2315,2901,3
2088,3849,3
2684,2123,3
11211,5120,3
10332,7813,3
2765,10767,3
4544,4654,3
9381,5953,3
7503,7549,3
4191,8898,3
6294,7902,3
125,2184,3
8904,8999,3
9704,848,3
5285,1740,3
12604,7205,3
8806,8498,3
8590,3847,3
10356,2625,3
7616,1490,3
4317,4358,3
1811,1531,3
12532,12565,3
2178,3440,3
8824,1603,3
8403,6446,3
10436,10488,3
2128,6777,3
4744,730,3
15114,8271,3
1447,222,3
1343,3502,3
3477,5482,3
5960,5988,3
10227,11897,3
5920,3907,3
1536,2645,3
5487,5560,3
10437,10411,3
1928,4898,3
4616,7674,3
9956,5760,3
3861,5084,3
1320,5222,3
5496,928,3
2292,2237,3
8149,8475,3
3659,3695,3
2045,704,3
5942,5982,3
2191,4272,3
290,8882,3
13160,6825,3
979,928,3
2299,2209,3
9337,9358,3
3657,11502,3
8298,8082,3
8063,11080,3
9629,3807,3
4649,3407,3
3931,5279,3
2489,2082,3
6794,6726,3
5795,5790,3
5585,4969,3
7741,8574,3
209,2168,3
5710,6460,3
5421,4042,3
2643,2654,3
12043,13393,3
4058,1116,3
3371,3364,3
4850,2669,3
5269,6160,3
7411,9707,3
9500,8515,3
8158,2747,3
9319,9393,3
2332,6,3
2851,11957,3
3468,3112,3
7694,5212,3
2969,437,3
10200,1059,3
5771,12430,3
1321,2544,3
2233,2600,3
9227,13871,3
4363,4008,3
4832,2546,3
7099,132,3
276,680,3
9808,2612,3
6800,5702,3
1994,6739,3
6080,6053,3
2406,4678,3
3483,3198,3
13768,13740,3
2484,2437,3
4042,4046,3
5759,2692,3
7645,7612,3
1779,13238,3
12000,556,3
12494,7679,3
453,569,3
10015,1424,3
11166,13407,3
2051,20,3
2288,4297,3
1528,6343,3
7765,7716,3
9744,841,3
4309,4063,3
12098,10887,3
662,638,3
4690,1337,3
8017,8837,3
10487,10494,3
10397,3802,3
134,9315,3
10346,203,3
4282,4297,3
8232,877,3
4273,344,3
11262,7832,3
7090,9932,3
848,9340,3
11147,7890,3
8777,2835,3
4827,7859,3
5098,5067,3
1961,1925,3
771,3536,3
22,6580,3
5414,13638,3
3719,3748,3
11050,11035,3
8546,5058,3
12793,7072,3
3028,2342,3
9840,5362,3
2248,2214,3
9572,10002,3
5229,10261,3
4814,1173,3
10042,9330,3
4993,1287,3
10244,1340,3
9599,10896,3
8501,11745,3
3330,4798,3
6860,8269,3
5538,10841,3
4084,4097,3
14091,14014,3
3343,8793,3
7524,1036,3
9940,8006,3
1073,3558,3
8935,8925,3
1757,2925,3
5528,7672,3
13654,13637,3
10419,10493,3
9973,4054,3
10199,3365,3
1366,4217,3
3745,1026,3
9046,8326,3
7012,3742,3
7802,4072,3
2547,2503,3
4223,4226,3
5771,5737,3
1638,3128,3
2415,150,3
8420,1308,3
5711,7540,3
4335,11359,3
10043,6146,3
5359,1498,3
13663,13638,3
11576,2254,3
10112,11275,3
8406,969,3
5741,6548,3
1994,9083,3
2247,3651,3
10415,10489,3
2383,2831,3
8686,8471,3
4811,5101,3
3528,8671,3
4204,4283,3
4475,2252,3
12486,7429,3
5610,11695,3
12340,1845,3
2392,3846,3
1237,1206,3
8158,905,3
9699,1316,3
1966,5957,3
12891,14093,3
4336,2816,3
3850,5010,3
1315,1367,3
8386,6295,3
8618,6412,3
3820,7629,3
9381,2543,3
13654,6993,3
10104,3720,3
7920,129,3
10908,10972,3
3468,3407,3
2501,5772,3
226,269,3
1273,1278,3
292,3413,3
5067,5022,3
3737,3102,3
6093,8108,3
1016,2645,3
1833,5220,3
1429,1820,3
9784,9765,3
8775,6750,3
4712,5336,3
989,3015,3
3762,4613,3
4251,4287,3
3238,3658,3
10487,10415,3
1951,1968,3
3332,1232,3
1178,4200,3
627,7950,3
8039,13802,3
4888,3957,3
7643,3300,3
10651,9311,3
4856,8671,3
13272,4957,3
506,957,3
4270,5010,3
285,3200,3
5433,6829,3
1321,9959,3
286,7666,3
9619,9621,3
427,5095,3
10032,10075,3
6339,6095,3
11930,3924,3
6494,1200,3
11450,3364,3
2191,11922,3
46,2034,3
8702,7594,3
276,4810,3
10943,6777,3
6877,6084,3
4200,8838,3
11074,11311,3
6507,6166,3
2496,2405,3
12747,12792,3
7484,9030,3
5979,5925,3
2134,3345,3
4242,4235,3
5627,5665,3
10238,1681,3
5331,700,3
10083,10802,3
8089,8775,3
13400,4543,3
5113,3218,3
5951,935,3
4478,2504,3
8149,8119,3
405,5345,3
4042,5426,3
2526,8837,3
7584,14022,3
9757,1490,3
6258,12950,3
12497,12070,3
4300,7018,3
4347,4068,3
7450,6977,3
4213,4916,3
1974,1190,3
4350,7626,3
7511,2489,3
9659,4555,3
5787,5724,3
334,142,3
1950,5589,3
9893,10243,3
795,374,3
8185,8623,3
810,832,3
2609,1936,3
3601,5652,3
119,2139,3
2209,2216,3
2251,4740,3
1667,7187,3
2985,3502,3
1389,10315,3
9329,9358,3
3688,6977,3
2195,2171,3
14288,3965,3
2964,6522,3
1240,12594,3
9067,6344,3
2131,1430,3
779,11035,3
11046,9026,3
5923,5916,3
9703,7919,3
11910,362,3
848,6349,3
1363,8947,3
2802,6159,3
10615,10800,3
9443,4881,3
6718,11879,3
715,745,3
7114,10605,3
3295,3321,3
9014,5503,3
9010,9004,3
1142,3298,3
2437,5616,3
7002,11084,3
5533,6956,3
2290,7650,3
6426,6400,3
1977,1911,3
2268,5333,3
10559,1074,3
7975,10313,3
1028,2227,3
2493,2433,3
3495,852,3
9314,9329,3
3975,494,3
6052,6068,3
2222,2276,3
3632,3646,3
1891,2767,3
430,242,3
4393,4366,3
5343,2645,3
2211,2270,3
9820,10605,3
10196,11050,3
13943,7836,3
191,10702,3
3447,746,3
8920,5943,3
1641,1282,3
3807,5311,3
9919,13378,3
4300,4346,3
4880,344,3
853,6344,3
12152,12182,3
2292,7064,3
6538,10046,3
504,512,3
10697,1505,3
4076,2062,3
5118,5175,3
4420,10658,3
2996,2498,3
6580,4283,3
3627,212,3
1649,1547,3
9988,9961,3
10244,8961,3
7389,8380,3
9828,4235,3
5941,5907,3
10115,9050,3
2256,2234,3
299,242,3
163,8981,3
1592,5356,3
10349,9098,3
1903,1953,3
2939,2758,3
5046,5024,3
839,12340,3
3693,3416,3
1004,7832,3
2097,11723,3
7506,8117,3
1419,1009,3
6027,6098,3
5067,8054,3
238,1688,3
5612,1083,3
10356,10393,3
7602,11367,3
5636,3233,3
5304,3436,3
10644,7919,3
8454,8180,3
10468,10425,3
4497,2926,3
5100,4283,3
1782,10503,3
5779,5785,3
2906,4075,3
10819,3078,3
